ISSN1,ISSN2,Sourceid,SJR
2687-3532,,21101201501,0.15
2196-713X,0044-216X,25501,0.15
1009-2137,,26090,0.15
0204-8809,2603-3755,34601,0.15
2252-0872,2538-6107,21101097038,0.15
1015-3918,2564-6524,19459,0.15
1584-1855,,19500157809,0.15
0212-8799,,19812,0.15
0742-5457,1527-2109,16200154767,0.15
1575-5886,,21100226830,0.15
0729-2759,,30024,0.15
1990-519X,1990-5203,5800207504,0.15
1023-0556,2415-0525,21100944564,0.15
2080-5926,2391-4491,21101057643,0.15
2152-2057,2152-2073,19800188005,0.15
1310-1331,,31728,0.15
2829-8624,2829-8373,21101272602,0.15
2062-087X,2061-5558,21100823440,0.15
1000-8608,,20702,0.15
2286-5977,,21101057641,0.15
0046-208X,,5800210911,0.15
0013-9572,,71508,0.15
2336-4416,1803-7399,21100933328,0.15
1136-4890,,13209,0.15
0719-0700,,21101018933,0.15
1736-6089,1736-6070,19700170050,0.15
0017-808X,,14306,0.15
0044-197X,2412-0723,19509,0.15
0018-1544,1472-3441,13755,0.15
0018-263X,1504-2944,19526,0.15
2541-8610,1684-8853,21100902603,0.15
2184-500X,,21101107946,0.15
2313-5069,,21101152725,0.15
1757-2665,1757-2657,21100220382,0.15
1466-6650,1741-5136,23268,0.15
2380-0992,2380-100X,21100887432,0.15
2325-159X,2325-1581,21100258804,0.15
1813-2065,2309-1673,21101066337,0.15
1959-7568,,12400154724,0.15
1995-2929,2411-8834,21101152541,0.15
1570-0631,0047-2212,16200154721,0.15
1008-9357,,21101161481,0.15
2093-2332,2287-5638,21101230574,0.15
1697-9133,1697-4840,19600161820,0.15
2589-1219,2589-1227,21101116674,0.15
1008-9497,,21100217212,0.15
0143-3768,2160-2506,15923,0.15
1583-4433,,19900193838,0.15
2413-2713,2074-1472,21101046186,0.15
2474-3941,2474-395X,21101041837,0.15
1086-3273,0276-1114,27980,0.15
1753-593X,1812-5980,21100825185,0.15
2694-7854,,21101121706,0.15
2284-1180,,21101037327,0.15
2752-6925,,21101122884,0.15
2377-6528,0006-128X,19400156821,0.15
2473-215X,,21101030341,0.15
2365-4430,2365-5070,21101083423,0.15
1842-0133,,19700177043,0.15
2631-8741,,21101052918,0.15
2518-427X,2518-4261,21100902947,0.15
2227-8834,2619-0982,21100980105,0.15
0716-5927,0718-8870,21100201317,0.15
2709-3689,2523-2894,21101152859,0.15
0122-0268,1909-0544,19200156966,0.15
2555-0284,2497-0107,21100936539,0.15
0370-629X,2566-1566,18289,0.15
1970-2221,,21100921057,0.15
0131-6095,,21100304266,0.15
1063-7826,1090-6479,29834,0.15
2521-3768,,21101052703,0.15
2708-9355,2520-0097,21101045754,0.15
1741-1548,2040-0594,21100200615,0.15
0231-7796,,19700201460,0.15
0123-8418,2215-7484,21100940511,0.15
2160-5319,,21101079618,0.15
0859-5747,2630-0303,21101070310,0.15
0041-3216,,39636,0.15
1809-4341,,21100898604,0.15
2366-2395,0044-1449,26718,0.15
1753-2523,1753-2531,19900191766,0.15
1119-5096,,19700175149,0.15
0094-243X,1551-7616,26916,0.15
0210-4547,1988-2351,17700154902,0.15
0120-2456,2256-5647,21100259543,0.15
1775-8785,,145587,0.15
2161-9417,0730-7187,5900152801,0.15
1030-7923,,21100786315,0.15
1873-1880,0969-4765,24144,0.15
2513-230X,2513-2814,21101238108,0.15
1001-2494,,22934,0.15
1001-1978,,22908,0.15
2048-0792,,21100870394,0.15
0210-847X,1988-8333,21100228001,0.15
1028-3358,1562-6903,27502,0.15
0012-7361,1989-1490,21100205731,0.15
1745-5316,1744-1366,21100248009,0.15
2090-0740,2090-3405,21100409309,0.15
0013-2683,1550-5162,14529,0.15
1448-2398,,19900193627,0.15
2153-8603,1085-1968,21101053576,0.15
2145-8502,1657-6527,21100934789,0.15
0953-5233,1468-0424,14724,0.15
0738-7806,,29022,0.15
1519-874X,,98641,0.15
1473-0928,,21988,0.15
2184-772X,,21101185266,0.15
2572-7621,,21100902135,0.15
2277-9167,2277-954X,21101201955,0.15
1759-5673,1759-5681,21100396307,0.15
2327-2481,2327-0071,21100258750,0.15
2327-7912,2327-8676,21100244834,0.15
1555-1431,,12100157221,0.15
1460-6720,1741-525X,19699,0.15
1741-1092,1741-1084,12100154817,0.15
0892-2624,,31921,0.15
2008-3718,2008-2029,21101141648,0.15
1120-2726,,21100202140,0.15
1003-9775,,25574,0.15
2770-2596,2770-260X,21101079113,0.15
2040-2465,2040-2457,21101048554,0.15
1976-0442,,12100154841,0.15
0392-8543,,24854,0.15
2209-2560,,21101197197,0.15
1598-2327,1976-6939,21100792504,0.15
2251-8177,2251-8150,21100448010,0.15
1042-4067,,27581,0.15
2152-2790,1091-3211,21100800043,0.15
1878-1373,1878-1527,21100407836,0.15
2572-6544,,21101046209,0.15
2147-9445,,21101254032,0.15
1569-7312,1872-5163,21100285463,0.15
0861-6663,1314-8710,21100465420,0.15
1675-8544,,11300153737,0.15
0975-4261,0975-6892,19800188074,0.15
0027-1314,1935-0260,145347,0.15
1003-6059,,87936,0.15
2037-4909,1826-9885,15400155600,0.15
2468-5488,,21100894208,0.15
1836-0343,1038-2909,21100244945,0.15
1973-8218,1120-9496,19700187644,0.15
2658-3798,,21101061450,0.15
0885-7156,1945-7413,13788,0.15
2068-1038,,20300195012,0.15
2706-6940,2706-6932,21101066963,0.15
2645-6397,2645-5188,21101256283,0.15
2408-3755,2423-1398,21101105288,0.15
2708-8731,2708-8723,21101140402,0.15
1549-4853,0034-6632,26755,0.15
1982-6125,,21101210852,0.15
0123-4366,2346-2442,21100432496,0.15
0034-8597,1609-7394,19267,0.15
1988-561X,1699-8855,19700168806,0.15
0035-0737,,16300154747,0.15
2335-2736,,21100910623,0.15
1750-3132,1750-3140,21100200616,0.15
1023-2141,,36395,0.15
2560-547X,0354-6497,21101021435,0.15
1294-6303,,17700156014,0.15
2331-8945,2331-8880,21101039168,0.15
2010-7269,,21101260633,0.15
1133-598X,2341-1112,21101039668,0.15
0042-8795,,21100917131,0.15
1347-5231,0031-6903,22854,0.15
2473-3458,,21101073719,0.15
0170-5334,1439-0256,21420,0.15
2589-918X,2589-9171,21101034432,0.15
2409-5656,1819-6608,21100200825,0.15
1819-5164,,21100219313,0.15
1985-3106,,21100205318,0.15
1823-6782,,20300195074,0.15
0367-522X,,33897,0.15
0010-2628,1213-7243,20000195079,0.15
1900-1592,,21100893284,0.15
1290-7839,,5700163865,0.15
1131-8635,1988-2572,5600155273,0.15
1545-2921,,6700153287,0.15
2619-0931,2619-094X,21101089397,0.15
1466-0407,1758-9118,5600156163,0.15
0269-1191,1477-4542,5600154423,0.15
2782-4039,2782-6074,21101097255,0.15
0329-8213,2469-0732,21100901477,0.15
0190-2172,,97855,0.15
0215-0883,2502-6577,21100945964,0.15
2562-2331,,21101067699,0.15
1440-9151,,21100876932,0.15
1735-2444,,19700183012,0.15
2050-0084,2050-0076,21100893318,0.15
0047-2441,1740-2379,20196,0.15
2217-4303,,21101152621,0.15
